,Name,IMDB,Metacritic,Rotten,Duriation,Cast,Similar,Reviews,Plot,Genre,Year,IMAGE,image
29,Back to the Future,8.5,87,97,133 min,"Robert Zemeckis (dir.), Michael J. Fox, Christopher Lloyd","Back to the Future Part II (1989) , Back to the Future (1991) , Action Replayy (2010) ,",So good in so many ways @ How could anything be more fun than this? @ A Time -Travelling Classic @,"Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.","Action, Drama, Mystery",1985,"https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY1200_CR71,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX45_CR0,0,45,67_AL_.jpg"
30,Sen to Chihiro no kamikakushi,8.5,96,97,207 min,"Hayao Miyazaki (dir.), Daveigh Chase, Suzanne Pleshette","Miyazaki Dreams of Flying (2017) , Nosferatu (1922) , The Wizard of Oz (1939) ,","Strange, touching and beautiful @ a minority dissenting view @ Best animated film I have seen! @","During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.","Action, Drama",2001,"https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY1200_CR89,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR0,0,45,67_AL_.jpg"
31,Psycho,8.5,97,96,130 min,"Alfred Hitchcock (dir.), Anthony Perkins, Janet Leigh","Psycho II (1983) , Bates Motel (1987) , Psycho (1998) ,","It's the Little Things @ Always holds me from beginning to end... @ The More I See This, The Better It Gets @","A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother.","Drama, Family, Fantasy",1960,"https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY1200_CR88,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg"
32,The Pianist,8.5,85,95,132 min,"Roman Polanski (dir.), Adrien Brody, Thomas Kretschmann","The General (1926) , Oliver! (1968) , Schindler's List (1993) ,","Excellent, depressing, but excellent @ A haunting film, one that you won't forget @ A Masterpiece. Awesome acting by Brody. @",A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,"Drama, Thriller",2002,"https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY1200_CR119,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR2,0,45,67_AL_.jpg"
33,Gisaengchung,8.5,96,N/A,106 min,"Bong Joon Ho (dir.), Song Kang-ho, Lee Sun-kyun","Psycho (1960) , Family Plot (1976) , Snowpiercer (2013) ,","One of the best films of this decade @ You name a genre, this movie covers it @ Thoroughly entertaining @",Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,"Drama, Music",2019,"https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UY67_CR0,0,45,67_AL_.jpg"
34,Léon,8.5,64,N/A,112 min,"Luc Besson (dir.), Jean Reno, Gary Oldman","Suriya Paarvai (1999) , Scarface (1932) , The Seven Year Itch (1955) ,",Masterful @ Being a good hitman takes more than merely a willingness to lay down one's life. @ Besson's masterpiece - action cinema with real heart @,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.","Biography, Comedy, Drama",1994,"https://m.media-amazon.com/images/M/MV5BOTgyMWQ0ZWUtN2Q2MS00NmY0LWI3OWMtNjFkMzZlNDZjNTk0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY1200_CR87,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOTgyMWQ0ZWUtN2Q2MS00NmY0LWI3OWMtNjFkMzZlNDZjNTk0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX45_CR0,0,45,67_AL_.jpg"
35,The Lion King,8.5,88,93,130 min,"Roger Allers (dir.), Matthew Broderick, Jeremy Irons","The Lion King II: Simba's Pride (1998) , The Lion Guard (2015) , The Lion King: Simba's Mighty Adventure (2000) ,",One of my favorite movies of all time! @ The Best Animated Film I Have Ever Seen @ A Film For All Ages @,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Drama, Mystery, Sci-Fi",1994,"https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UY1200_CR89,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UY67_CR0,0,45,67_AL_.jpg"
36,Gladiator,8.5,67,79,151 min,"Ridley Scott (dir.), Russell Crowe, Joaquin Phoenix","The Fall of the Roman Empire (1964) , Yoostar 2: In the Movies (2011) , Triumph des Willens (1935) ,","They said you were a giant. They said you can crush a man's skull with one hand. @ As a matter of fact, Maximus, I AM entertained. @ One of the best films ever @",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,"Crime, Drama, Thriller",2000,"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR0,0,45,67_AL_.jpg"
37,American History X,8.5,62,83,150 min,"Tony Kaye (dir.), Edward Norton, Edward Furlong","American History X: Deleted Scenes (1998) , Mein Kampf - My Crimes (1940) , A Clockwork Orange (1971) ,","One of the most powerful movies I have ever seen. @ Edward Norton owned this movie @ ""Has anything you've done made your life better?"" @",A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,"Biography, Drama, Music",1998,"https://m.media-amazon.com/images/M/MV5BZTJhN2FkYWEtMGI0My00YWM4LWI2MjAtM2UwNjY4MTI2ZTQyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY1200_CR89,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BZTJhN2FkYWEtMGI0My00YWM4LWI2MjAtM2UwNjY4MTI2ZTQyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY67_CR0,0,45,67_AL_.jpg"
38,The Departed,8.5,85,90,155 min,"Martin Scorsese (dir.), Leonardo DiCaprio, Matt Damon","Mou gaan dou (2002) , Mou gaan dou III: Jung gik mou gaan (2003) , Jannat 2 (2012) ,",Moles And Rats @ One of Scorsese's very best movies @ Scorsese's best since Goodfellas! @,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,"Action, Adventure, Drama",2006,"https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_UY1200_CR91,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_UY67_CR0,0,45,67_AL_.jpg"
39,The Usual Suspects,8.5,77,89,119 min,"Bryan Singer (dir.), Kevin Spacey, Gabriel Byrne","Chocolate: Deep Dark Secrets (2005) , Keyser Söze: Lie or Legend? (2002) , Casablanca (1942) ,",the American thriller of the nineties @ A stone cold CLASSIC! @ I'm Glad I Finally Got a Chance to See It @,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.","Crime, Drama",1995,"https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY1200_CR87,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX45_CR0,0,45,67_AL_.jpg"
40,The Prestige,8.5,66,76,106 min,"Christopher Nolan (dir.), Christian Bale, Hugh Jackman","Live with Regis and Kathie Lee: Episode dated 19 October 2006 (2006) , Not Another High School Show (2007) , Yes Man (2008) ,","Just As Intriguing The Second Time, Too! @ Fantastic. @ Are you watching closely? @","After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.","Crime, Drama, Mystery",2006,"https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_UY67_CR0,0,45,67_AL_.jpg"
41,Whiplash,8.5,89,94,110 min,"Damien Chazelle (dir.), Miles Teller, J.K. Simmons","Whiplash (2013) , Whiplash: Break Up Scene-Student Adaptation (2015) , Du rififi chez les hommes (1955) ,",Whiplash is a modern day masterpiece. @ This is review #572....so is there really any need to say more?! @ An important hardened lesson in resilience and when to stop measuring up to your mentor. Whiplash is a captivating study of ambition. @,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,"Action, Crime, Drama",2014,"https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR0,0,45,67_AL_.jpg"
42,Casablanca,8.5,100,99,88 min,"Michael Curtiz (dir.), Humphrey Bogart, Ingrid Bergman","Casablanca (1955) , Return to Casablanca , Lux Video Theatre: Casablanca (1955) ,",Here's looking at Ingrid Bergman @ The Fundamental Things Apply... @ HOW TO WATCH THIS MOVIE @,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"Animation, Adventure, Drama",1942,"https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY1200_CR83,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX45_CR0,0,45,67_AL_.jpg"
43,Seppuku,8.5,85,N/A,155 min,"Masaki Kobayashi (dir.), Tatsuya Nakadai, Akira Ishihama","Ichimei (2011) , Ichimei (2011) , Humanity and Paper Balloons (1937) ,",Samurai Genre is Used to Exposively Indict Japanese Politics and Culture @ Disharmony of Sword and Pen @ Does to the Samurai genre what Wild Bunch did to the Western! @,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.","Drama, Romance",1962,"https://m.media-amazon.com/images/M/MV5BYjBmYTQ1NjItZWU5MS00YjI0LTg2OTYtYmFkN2JkMmNiNWVkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY1200_CR126,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYjBmYTQ1NjItZWU5MS00YjI0LTg2OTYtYmFkN2JkMmNiNWVkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY67_CR2,0,45,67_AL_.jpg"
44,The Intouchables,8.5,57,76,89 min,"Olivier Nakache (dir.), François Cluzet, Omar Sy","Oopiri (2016) , The Upside (2017) , Serpico (1973) ,","One of the Most Unique and Beautiful Friendships ever Committed to Film @ Touché ... @ A magnificent, sensitive movie @","After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","Animation, Drama, War",2011,"https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_UY67_CR0,0,45,67_AL_.jpg"
45,Hotaru no haka,8.5,94,N/A,116 min,"Isao Takahata (dir.), Tsutomu Tatsumi, Ayano Shiraishi","Hotaru no haka (2005) , La ciociara (1960) , Oliver! (1968) ,","A powerful film that shows the true cost of war @ A masterpiece, whose beauty is often overlooked @ Powerful and Heartbreaking @",A young boy and his little sister struggle to survive in Japan during World War II.,"Adventure, Comedy, Sci-Fi",1988,"https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY1200_CR85,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX45_CR0,0,45,67_AL_.jpg"
46,Modern Times,8.4,96,98,147 min,"Charles Chaplin (dir.), Charles Chaplin, Paulette Goddard","The Floorwalker (1916) , Metropolis (1927) , Modern Inventions (1937) ,",As relevant today as it was then - and still very funny @ Solid comedy with great story and drama @ In the Pursuit of Happiness... @,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,"Drama, Mystery, War",1936,"https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY1200_CR70,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX45_CR0,0,45,67_AL_.jpg"
47,Once Upon a Time in the West,8.4,80,N/A,117 min,"Sergio Leone (dir.), Henry Fonda, Charles Bronson","The Clock (2010) , The Iron Horse (1924) , The Return of Frank James (1940) ,",thumping good Western with an almost operatic quality @ More Western than 'The Western' itself @ It doesn't get any better than this: this is movie history @,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,"Horror, Sci-Fi",1968,"https://m.media-amazon.com/images/M/MV5BODQ3NDExOGYtMzI3Mi00NWRlLTkwNjAtNjc4MDgzZGJiZTA1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY1200_CR86,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BODQ3NDExOGYtMzI3Mi00NWRlLTkwNjAtNjc4MDgzZGJiZTA1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX45_CR0,0,45,67_AL_.jpg"
48,Rear Window,8.4,100,98,165 min,"Alfred Hitchcock (dir.), James Stewart, Grace Kelly","Hou chuang (1955) , Rear Window (1998) , Alfred Hitchcock: The Art of Making Movies (1990) ,",A Deep & Entertaining Classic @ Well of course when you've got nothing better to do with a broken leg you will accuse your neighbor of murder! @ Another Hitchcock masterpiece @,"A wheelchair-bound photographer spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism of his fashion-model girlfriend.",Western,1954,"https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY1200_CR95,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY67_CR0,0,45,67_AL_.jpg"
49,Alien,8.4,89,98,109 min,"Ridley Scott (dir.), Sigourney Weaver, Tom Skerritt","Aliens (1986) , Alien Resurrection (1997) , Bride of Monster Mania (2000) ,",Holds up as a classic. @ A Timeless Science Fiction Masterpiece @ One of the best classic sci-fi horror films of all time - A masterpiece @,The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.,"Horror, Mystery, Thriller",1979,"https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY1200_CR82,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX45_CR0,0,45,67_AL_.jpg"
50,City Lights,8.4,99,97,112 min,"Charles Chaplin (dir.), Charles Chaplin, Virginia Cherrill","En Büyük Saban (1984) , En Büyük Saban (1984) , Histoire(s) du cinéma: Fatale beauté (1994) ,","Lady and the Tramp, before animation and at the start of talkies- one of the most wonderful films ever conceived and executed @ Chaplin's Classic of Humor and Humanity @ Chaplin's Masterpiece...and Oh Those Last Five Minutes! @","With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.","Mystery, Thriller",1931,"https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY1200_CR84,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg"
51,Nuovo Cinema Paradiso,8.4,80,90,102 min,"Giuseppe Tornatore (dir.), Philippe Noiret, Enzo Cannavale","Lo schermo a tre punte (1995) , Der blaue Engel (1930) , Possessed (1931) ,",My favourite film of all time @ The Loves Of 'Toto' Beautifully Told @ Classic @,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,"Drama, Romance, War",1988,"https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_UY67_CR0,0,45,67_AL_.jpg"
52,Apocalypse Now,8.4,94,98,87 min,"Francis Ford Coppola (dir.), Martin Sheen, Marlon Brando","Playhouse 90: Heart of Darkness (1958) , Apocalypse Pooh (1987) , Spisok korabley (2008) ,",Redux: still brilliant - but now with new strengths and weaknesses @ This Is the End... @ My All Time Favourite Movie @,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"Comedy, Drama, Romance",1979,"https://m.media-amazon.com/images/M/MV5BYmQyNTA1ZGItNjZjMi00NzFlLWEzMWEtNWMwN2Q2MjJhYzEyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY1200_CR75,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYmQyNTA1ZGItNjZjMi00NzFlLWEzMWEtNWMwN2Q2MjJhYzEyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX45_CR0,0,45,67_AL_.jpg"
53,Memento,8.4,80,93,87 min,"Christopher Nolan (dir.), Guy Pearce, Carrie-Anne Moss","Ghajini (2005) , Memento , 5 Second Movies: Memento (2008) ,",Genius thriller @ I guessed and guessed... I never got close. @ Some memories are best forgotten. You have to appreciate how original a movie Memento' really is! @,A man with short-term memory loss attempts to track down his wife's murderer.,"Comedy, Drama, Romance",2000,"https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY1200_CR94,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR0,0,45,67_AL_.jpg"
54,Raiders of the Lost Ark,8.4,85,96,160 min,"Steven Spielberg (dir.), Harrison Ford, Karen Allen","Indiana Jones and the Temple of Doom (1984) , Indiana Jones and the Kingdom of the Crystal Skull (2008) , Raiders of the Lost Ark: The Adaptation (1989) ,",Perpetually Entertaining... @ There will never be another film like Raiders @ When Harrison Ford was crapping gold @,"Archaeology professor Indiana Jones ventures to seize a biblical artefact known as the Ark of the Covenant. While doing so, he puts up a fight against Renee and a troop of Nazis.","Biography, Drama, History",1981,"https://m.media-amazon.com/images/M/MV5BNTU2ODkyY2MtMjU1NC00NjE1LWEzYjgtMWQ3MzRhMTE0NDc0XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_UY1200_CR93,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNTU2ODkyY2MtMjU1NC00NjE1LWEzYjgtMWQ3MzRhMTE0NDc0XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_UY67_CR0,0,45,67_AL_.jpg"
55,Django Unchained,8.4,81,87,126 min,"Quentin Tarantino (dir.), Jamie Foxx, Christoph Waltz","The Great Train Robbery (1903) , Greed (1924) , Gone with the Wind (1939) ,",It's not perfect but it's very good... and I'm not even a fan of Tarantino! @ Tarantino at his best @ Great film with the crazy passion of a great director @,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi.",Drama,2012,"https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UY1200_CR90,0,630,1200_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UY67_CR0,0,45,67_AL_.jpg"
